,comments,TextBlob_polarity,TextBlob_subjectivity,TextBlob_label,BERT_label,BERT_score
1810,i also believe fb collaberated with the government but i escaped the the social prison walls over 5 years ago,0.033333333,0.066666667,neutral,negative,0.738386989
1811,i had withdrawls for a couple days nonetheless i do not miss the social dictatorship,0.033333333,0.066666667,neutral,neutral,0.554439247
1812,does zuckerberg understand that the metaverse will have a much much lower number of users a vr headset and the required hardware cant fit in your hand you cant use it anywhere but at home or in places where you can safely use it the metaverse would require people to spend a lot of time in one place this is not a rational expectation concerning the way we live this project will fail miserably,-0.043939394,0.483333333,negative,negative,0.969293356
1813,well the algorithms need work because they never show me ads that i am intrested in,0,0,neutral,negative,0.89976728
1814,suckerberg is ayn rands dream come truea morally ambivalent industry leader who considers big brother tactics as fair game capitalist maneuvers  somebody tell me his positive personal traits  not business traits what is the lode stone of this guys moral compass  does he possess one,0.075324675,0.392207792,neutral,neutral,0.602050126
1815,every time he gets ahold of something i try to get away from it  the latest is whatsapp  which my family insists on using,0.5,0.9,positive,neutral,0.686668217
1816, government like how do we get kids focused and ready to be our worker slaves,0.2,0.5,positive,positive,0.758603036
1817,tech be like hold my cheetos,0,0,neutral,neutral,0.521182835
1818,you are criminally underrated,-0.4,0.55,negative,negative,0.838055193
1819,as a mexican  dont put to much attention to what our president says   he may be right  but for the wrong reasons,-0.003571429,0.408928571,negative,negative,0.924214184
1820,it sounds like theres audio glitches throughout the whole video its almost infuriating to listen to,-0.2,0.6,negative,negative,0.949732602
1821,good luck selling a country where half the population cant figure out phone settings to adopt vr anytime soon might be an unpopular opinion but were still very far from vr becoming anywhere near as significant a player as smartphones if it ever comes close google glass snapchat spectacles 3d tvs countless other examples not to say if it failed before itll fail again but the public doesnt seem eager to adopt wearable goggle technologies when a screen in their hand seems to do the trick,0.042121212,0.493939394,neutral,negative,0.957213104
1822,delighted i grew up in an age that there was no camerasnow they are everywhere u cant even pick your nose with out some one videoing it,0.7,0.7,positive,neutral,0.548135042
1823,mark looks dead behind the eyes,-0.3,0.55,negative,neutral,0.677601933
1824,looks so good on them ,0.7,0.6,positive,positive,0.867421865
1825,its all about money he doesnt care about the end user look at all the scams and fake ads facebook couldnt care less as long as someone is giving them money,-0.238888889,0.488888889,negative,negative,0.937831342
1826,the metaverse concept mark zuckerberg is envisioning seems like a massive overreach to me at best  im not an investor or a sociologist or anything but it seems to me that hes banking way too hard on people wanting to replace their actual reality with vr  i can see the appeal of certain aspects of the metaverse but those either already exist vr gaming or they have limited scope like using vr to feel more connected while working remotely  im not clear on how vrworking in an office would be better or more cost effective for the company than just using zoom but that at least makes sense as an application to me  and i could see limited use of vr for things like concerts or as an option for people who arent able to see their friends in person  but who on earth would choose to strap a helmet to your head and hang out with your friends cartoon avatars in a metaversecurated virtual space probably full of ads  why wouldnt you just meet up with your friends for real  i cant fathom how he thinks that people will want to live in this world enough for it to become normalized outside of a few specific applications  ,0.16743455,0.411054422,neutral,negative,0.96962893
1827,jokes on you facebook they dont make the stuff i want to buy anymore,0,0,neutral,negative,0.940007806
1828,2000  whoa wait buy virtual clothing for your avatar in a virtual world that you live in  whats next buying food and furniture for a virtual house are we losing touch with reality here i mean i know mark is out there but is he trying to bring the real world with him for the sake of mo money mental health professionals must be watching and waiting while creating future therapeutic methods to get people back into the real world jeez if my kid spent money on clothing for his virtual self  id probably get the worst parent of the year awardoh and jail time,-0.097830579,0.292045455,negative,negative,0.978328347
1829,i never bothered listening to the zucc speak and its only today that i realized that he had a similar way of speaking as elizabeth holmes like he has a potato in his mouth,0,0.7,neutral,neutral,0.689779282
1830,playing the long game what bullsht the company got lucky early on and ran with the ball for a while but they have no real vision and have lost the plot entirely with this new direction,0.002813853,0.473268398,neutral,negative,0.946822941
1831,mark believes people will plug themselves in mass and live in this crap mmo like in ready player one,-0.154545455,0.6,negative,negative,0.961642802
1832,facebook has a secret plan to come back its going to merge with youtube and twitter,-0.2,0.35,negative,neutral,0.682647705
1833,the new name is youtwitface,0.136363636,0.454545455,neutral,neutral,0.665660381
1834,really weird take on musk out of nowhere at the end there people make fun of his wild predictions for things that will happen in the next 6 months he gives speeches about a vibrant multiplanet future for humanity you couldve called him an easily entertained clown overlyoptimistic but bored and dystopian is just a dumb take cmon man,-0.041666667,0.487962963,negative,negative,0.951950431
1835,ill say this about apple  their dealings with user privacy i trust them with my user data  personal credentials credit cards government ids  that was before the ios14fufb settings which given my disdain for facebook just made me that more of an apple sycophant ,0,0.6,neutral,negative,0.933860958
1836,in reality i know for a fact apple would be as bad as fb with buyingselling user data if apple didnt have their huge pile of cash sit atop of  be pious,-0.1,0.622222222,negative,negative,0.956277847
1837,i just dumped instagram off my phone i realized i was just mindless scrolling through pictures i didnt really give w shit about fb is next,-0.05,0.475,negative,negative,0.953173339
1838,hm from a european or californian perspective i cannot agree with your stance in that fb could set their own privacy policies in the metaverse theres gdpr et al plus even the us government will jump on the bandwagon and regulate the field before any new verse will take off,0.245454545,0.484848485,positive,negative,0.88212043
1839,cant wait for meta to be bought by some company for pennies and completely destroyed,0.1,0.4,neutral,negative,0.940392554
1840,honestly i think meta is great company i think we should be a little more grateful to tech companies but i guess thats not popular everyone wants to talk about what didnt work but nobody wants to talk about what did,0.258928571,0.535714286,positive,neutral,0.656021893
1841,if you dont give a faak about hipsters dancing around in a knit cap or airheads showing off some crap they cooked which social is the best one,0.077777778,0.388888889,neutral,neutral,0.670396566
1842,also love the vr park sure it wont be full of 30 guys begging that 12 year old asian girl to take off her shirt,0.29,0.447777778,positive,positive,0.886855185
1843,i deleted my account 7 years ago because it was showing me same posts every day and lots of new rules every week and now it looks like a place for old people,0.078787879,0.259848485,neutral,positive,0.805634022
1844,we can thank manchild jeff for helping get biden installed,0,0,neutral,positive,0.91810745
1845,facebook just isnt cool anymore,0.35,0.65,positive,negative,0.91212225
1846,with all his money why doesnt z go to see a decent barber and get a non nerdy haircut okay hes always going to look like a lizard but at least it would be some degree of improvement,0.122222222,0.522222222,neutral,negative,0.785677075
1847,the only thing i could see the metaverse being useful for is a business meeting besides i would not use it personally,0.1,0.433333333,neutral,negative,0.904946506
1848,i deleted facebook and all social media last year however starting a new job ive actually made another facebook but just to talk to my colleagues im not interested in anything else certainly not this metta,-0.008920841,0.265615337,negative,negative,0.927569032
1849,you learnt that arrogance built on success deletes that success,0.3,0,positive,negative,0.810333312
1850,i like your content but you most definitely overstep in your judgments at times your comment about musk at the very end absolutely reeks of ignorance about the man to anyone who has done research on him this video presents a hypothesis about facebooks thought process on starting and pushing meta but honestly you havnt presented any competing theories or ideas which means youre essentially making an educated guess and suggesting that the guess is correct ,0.214285714,0.5,positive,negative,0.967957914
1851,facebook isnt wrong,-0.5,0.9,negative,negative,0.802292168
1852,ive been in vr since 2014,0,0,neutral,neutral,0.637010038
1853,but vrar is the next leap in technology sure its been around forever but so were phones so were computers people put them together and boom the next leap i really thought virtual learning wouldve exposed the world to vr but as soon as the kids who are under 12 today get to 25 vr will be the biggest thing technology in the world,0.175,0.272222222,neutral,positive,0.943708718
1854,good call  5 looks a good price to buy before msoft takes over at 25 spot 90,0.7,0.6,positive,positive,0.700646162
1855,i gave up on fb after the majority of the groups i was in got either shut down throttled back or neutered by the fb police these groups werent anything controversial either stuff mostly related to history current events gaming and antique guns it got so frustrating talking like the kgb was listening in,-0.000925926,0.489814815,negative,negative,0.977224469
1856,elon has twitter  fb is now the new myspace,0.136363636,0.454545455,neutral,positive,0.722552896
1857,as per the socalled metaverse how is that going to improve the real world in which we live right now ecosystems are in serious trouble people carelessly pollute rudeness and violence are facts of life the built environment is thrown together as cheaply as possible and cities have commercial strips that are banal if not outright ugly metaverse is an empty promise in a bankrupt world  its a way for many people to indulge in donothing laziness to escape the challenges that face us all without any hard work to make necessary changes,-0.093065863,0.581717687,negative,negative,0.968568742
1858,your ignorant comments about musk at the end lost you your credibility,0,0,neutral,negative,0.931708634
1859,his answer at 54mins starts with yeah im mean gotcha,-0.3125,0.6875,negative,neutral,0.654578388
1860,isnt a case of elon musk ,0,0,neutral,negative,0.760608375
1861,yeah it isnt its much worse ,-0.4,0.6,negative,negative,0.870857418
1862,to even relate elon musk to zuckerberg is so undermining to what he has accomplished and putting it at the end of the video with no real context was very shortsighted and weak ,-0.01875,0.43125,negative,negative,0.979067385
1863,thank you for your work,0,0,neutral,positive,0.91735369
1864,1 suggestion   please edit your voice over these little mistakes are very easy to cut,0.187916667,0.75,neutral,negative,0.736035228
1865,they brought it on themselves with the social warrior nonsense,0.033333333,0.066666667,neutral,positive,0.823865592
1866,rule 13never trust a billionaire with a ppot hairstyle,0,0,neutral,neutral,0.573785007
1867,short form videos are the real pandemic,0.1,0.3,neutral,negative,0.767971992
1868,the zucc is litteraly trying to create the oasis from ready player one except i think he misunderstood the message of the book,0.2,0.5,positive,negative,0.946471989
1869,zuck needs to go to prison for all these crimes,0,0,neutral,negative,0.814407885
1870,metaverse is tbe new digital drug,0.068181818,0.227272727,neutral,positive,0.724543035
1871,we didnt do a good enough job protecting peoples data,0.35,0.55,positive,negative,0.930254579
1872,ive literally never heard of facebook games lol,0.8,0.7,positive,negative,0.813551605
1873,ego and awful management destroys another company,-1,1,negative,negative,0.955244124
1874,i think people are over reacting to things that doesnt matter nothing in life stays the same nothing facebook has been transforming trying to find out what kids want is simple anything or anywhere nobody can find them doing shit lol  l think facebook should be happy if i were facebook l would have sold it long ago for retirement like jeff bezo lol ,0.307142857,0.583163265,positive,negative,0.948756099
1875,bruh hes masking his incompetency about keeping our privacy secure into a joke what a,0.4,0.6,positive,negative,0.938594937
1876,aha ive waited so long for the social network 2 the fall to come out,-0.008333333,0.233333333,negative,neutral,0.566255927
1877,dunno i doubt about forced evolution lets take those game cosoles  when microsoft joined market it was already owned they had no experience in this area and slowly very slowly by making mistakes and fixing them they now gained their position why facebook cant just start producing something they want to win in one hit fat chance,-0.0725,0.38,negative,neutral,0.683141112
1878,however i kinda thankfull for them for reviving vr tech into something real aside of movies like johnny mnemonic industrial applications or scifi yet thing facebook made so far is 100 crap which will fail spectacularly and will be superseded by something else like msn was absorbed in internet,-0.016666667,0.7,negative,negative,0.957095146
1879,tear it down meta is a predators market the bottom falling out,-0.155555556,0.288888889,negative,negative,0.880999923
1880,yeah its time fb  twitter closed down,-0.127777778,0.194444444,negative,negative,0.81265682
1881,well people read your terms and conditions it really isnt that hard you signed up for it willingly then you complain honestly i feel people have no right to complain when you could have just not signed up after reading the terms and conditions the excuse no one reads those will not stand up in court,0.094246032,0.496230159,neutral,negative,0.937785983
1882,i mean that watch party joke was pretty funny,0.0625,0.895833333,neutral,negative,0.782484412
1883,facebook was only a decoy,0,1,neutral,negative,0.861774325
1884,cheap scanny lawyers ,0.4,0.7,positive,negative,0.88706392
1885,google be like,0,0,neutral,neutral,0.515528738
1886,did you mean saul goodman ,-0.3125,0.6875,negative,neutral,0.655646086
1887,yall really acting like instagram aint still the main social media in the world lmfao,0.066666667,0.133333333,neutral,positive,0.746611476
1888,the robot has done his job,0,0,neutral,positive,0.74070102
1889,interesting video and you have a good speaking voice but i would recommend retaking certain sentences when you mispeak a word would make this video feel that little bit more professional,0.304464286,0.461904762,positive,positive,0.847884655
1890,facebook isnt going nowhere bruv,0,0,neutral,negative,0.709430397
1891,all well and good but trust is lost,0.7,0.6,positive,negative,0.703544676
1892,isnt tiktok just like vine the company fb bought and destroyed,0,0,neutral,negative,0.934409916
1893,1100 so zuckerberg wants us all to use vr so he can carry on gaining weight and well think hes still thin,-0.1,0.475,negative,neutral,0.599868119
1894,i quit ig i quit fb too time killing apps,0,0,neutral,negative,0.944048464
1895,why do you have such a big problem with advertising if you think your privacy is being violated dont use these apps and devices or better yet use them with aliases or anonymously,0.166666667,0.366666667,neutral,negative,0.968473911
1896,fb reels are going to be a miss because everytime i click on them its jist impersonal generic videos tiktok has actual communities it wont last,0,0.055555556,neutral,negative,0.965820313
1897,build products that prevent people from sharing information,0,0,neutral,negative,0.742760777
1898,facebook adds are creepy,-0.5,1,negative,negative,0.881224275
1899,you didnt protect peoples datayou sold it,0,0,neutral,negative,0.806225359
1900,hopefully this is the beginning of the end for both mark fuckerberg and meta both need legislating against so they take responsibility for the shit that is posted on their shites,-0.2,0.8,negative,neutral,0.589977741
1901,fb should be called facenuts lmao ,0.6,1,positive,negative,0.705268681
1902,facebook and instagram will be gone very shortly,0,0.39,neutral,negative,0.71684736
1903,6 months ago facebook is shutting down    ,-0.155555556,0.288888889,negative,negative,0.774350882
1904,august 30 2022  hmmmmm catfished,0,0,neutral,neutral,0.596567333
1905,im so sick and tired of short forms videos youtube is going to shit because of how theyre focusing on it now,-0.328571429,0.664285714,negative,negative,0.964644551
1906,lol spared no expense indeed  facebook realizes that anyone can make vr software right  ,0.542857143,0.617857143,positive,neutral,0.522181869
1907,also i text  videos arecute but they dont convey anything without words,0,0,neutral,negative,0.906696379
1908,that  was  horrifying,-0.9,1,negative,negative,0.835942507
1909,there is zero benefit to having a fb account,0,0,neutral,negative,0.832339942
1910,what makes google worse than apple,-0.4,0.6,negative,negative,0.914854467
1911,many ppl forget that mark zuckerberg did not com out with the facebook idea,0.5,0.5,positive,negative,0.779312909
1912,facebookmeta is a symptom of capitalism,0,0,neutral,negative,0.838282704
1913,committed to running it in the ground,0,0,neutral,positive,0.707636178
1914,deleted facebook trn years ago n i cant be more happy,0.65,0.75,positive,neutral,0.666286945
1915,facebook still owes me billions of trillions of dollars in fines for disobeying my divine and holy instruction,0,0,neutral,negative,0.86327368
1916,that horizon bs is dead on arrival ,-0.2,0.4,negative,negative,0.721908391
1917,has zuck ever had a good idea   hes made billions off facebook which he stole from those twins at harvard  so what else has he come up with ,0.7,0.6,positive,neutral,0.583619952
1918,sounds like something straight out of watch dogs 2,0.2,0.4,positive,neutral,0.605602324
1919,darpa is responsible for facebook,0.2,0.55,positive,neutral,0.555597425
1920,zuks vision needs vr glasses,0,0,neutral,negative,0.724456966
1921,my spacemake room for fbyou are gonna have company,0,0,neutral,neutral,0.57741642
1922,facebook popup send us your dna sample in order to continue using our platforms,0,0,neutral,neutral,0.659693182
1923,good riddance fb hahahahaha,0.45,0.6,positive,neutral,0.686119139
1924,screw facebook screw meta,0,0,neutral,neutral,0.687647283
1925,226  theres a group of girls who want to see you take off your sweater,0,0,neutral,neutral,0.674620569
1926,group of girls  no we dont,0,0,neutral,negative,0.747125566
1927,zuckerburg  girls yikes ,0,0,neutral,neutral,0.622966826
1928,the one gay dude in the back  not interested honey snaps fingers and does a twerk walk,0.097222222,0.361111111,neutral,negative,0.879187524
1929,i got rid of facebook instagramtwitter all of them,0,0,neutral,negative,0.906729519
1930,hey its a free phone service as long as you steal wifi from somewhere keep in touch with all the family members you hate,-0.15,0.7,negative,neutral,0.570764065
1931,gotta love a cut and paste apology not,0.5,0.6,positive,negative,0.720974147
1932,well fb give me oculus system for free and ill think about it,-0.05,0.9,negative,neutral,0.506762087
1933,pretend youre zuckerberg youre this lizard man  game over  mike drop  you cant make hilarious statements like that without advance warning,0.05,0.7,neutral,negative,0.934960961
1934,so if i get shitty adds i have good privacy,0.7,0.6,positive,negative,0.735420346
1935,dude everyone i know is on facebook how is it collapsing i dont get it,0,0,neutral,negative,0.833462954
1936,somebody used my phone number to create a fb account i got access to their page was not able to contact fb they sent messages to their page i responded and put a message on their page fb made their page invisible after i made a post and still never contacted me help,-0.25,0.625,negative,negative,0.946567953
1937,last 2 cents no investigation at all servers are located everywhere cambridge analytica case part 200 250,0,0.066666667,neutral,negative,0.905187011
1938,lmao wtf why does zuckerberg suddenly pop up to watch someones ping pong game in their own home at 1831 yeah thats not creepy at all,0.091666667,0.816666667,neutral,negative,0.926199973
1939,i dont have any social media apps on my phone and i dont pay for youtube ,0.033333333,0.066666667,neutral,negative,0.918798447
1940,lol i wanna live life online and post my every waking moment but i want privacy  people need some personal responsibility  i dont use facebook or twitter or snapchat or instagram or any of this crap  stop acting one way and saying another if you want privacy keep it  there are ways to communicate other than these huge monolithic companies who you are irrationally demanding privacy from,0.058766234,0.510714286,neutral,negative,0.973686934
1941,faceborg you will be assimilated,0,0,neutral,neutral,0.650054514
1942,this is why i prefer steams vr set,0,0,neutral,neutral,0.531379163
1943,even tho i didnt watch the video ima comment cus this dude really think social media is going away,0.116666667,0.133333333,neutral,negative,0.935664773
1944,hypocrisy at its best who doesnt use any products of meta,1,0.3,positive,negative,0.945528746
1945,he got rich off of everyone,0.375,0.75,positive,negative,0.795370221
1946,i deactivated facebook account  so now i only use messenger  and from time to time instagram,0,1,neutral,negative,0.874533653
1947,fb put me in fb jail unfairly,-0.3,0.5,negative,negative,0.914087057
1948,i thinks its one of the most useless creations ever only have an account before just because everyone else was having it and already deleted mine ,0,0.566666667,neutral,negative,0.957828581
1949,forced advertisement dont work anymore it is for the tv era the internet need unlimited infotainment ad is hated advertising agencies should produce enjoyable ad or sponsor such production not hard selling metaverse is a hype just like vr  ar that never took off why web3d is already available  only need to adopt without hardware in the web browser and again  no one is making the content where have the money gone,-0.02202381,0.563095238,negative,negative,0.974947393
1950,havent used facebook since 2008,0,0,neutral,neutral,0.55776453
1951,all of this just to sell us all ads,0,0,neutral,negative,0.861647308
1952,the devils they are liars they sold our info they new exactly what they were doing apology not excepted,0.193181818,0.352272727,neutral,negative,0.894339383
1953,virtual reality seems so offputting like go sit in a box somewhere and never interact with real people augmented reality actually seems useful seems like it could enhance your life,0.166666667,0.133333333,neutral,negative,0.80666548
1954,hes the look and color of data from star trek even trying to figure out how humans work sooooo bizarre,0.4,0.6,positive,negative,0.864809692
1955,make mark cuban ceo,0,0,neutral,neutral,0.680451095
1956,bet it bounces back,0,0,neutral,neutral,0.589114964
1957,am i the only one who never used facebook,0,1,neutral,neutral,0.616996765
1958,greedy company not concerned with anybodys privacy even kids,0,0,neutral,negative,0.900438726
1959,there are girls in the audience who want you to take your hoodie off so cringe,0,0,neutral,negative,0.93865788
1960,so glad i deleted all my social media,0.266666667,0.533333333,positive,positive,0.767861724
1961,i dropped facebook because it constantly trying to sellme farmerville coins,0,0.333333333,neutral,negative,0.957083583
1962,break up facebook make olkas and whats app and instagram independent again,0,0.125,neutral,negative,0.804835439
1963,do now allow lmao,0.6,1,positive,neutral,0.666668415
1964,facebook you couldnt pay me to use it                                          philadelphia usa,0,0,neutral,negative,0.752729595
1965,uhhh speak for yourselves i dont use any of facebooks products and if it wasnt for amazon owning every server farm i wouldnt use them either google and apple yeah they are pretty hard to get around,-0.020833333,0.770833333,negative,negative,0.96281606
1966,tha zuck but i will become the god of this new metaverse,0.136363636,0.454545455,neutral,positive,0.806396484
1967,dude landed on earth and used napoleon dynamite to learn english,0,0,neutral,neutral,0.677188694
1968,who uses facebook nobody i know under 30 years old is active on it they all have accounts those were made when they were 13yrs old but it a place full of old people,0.103333333,0.35,neutral,positive,0.936712205
1969,facebook has not researched second life and studied their history to see how it went with brands and companies when the sex and porn hit the streets the brands will be out and if there is no sex and porn the users will be out,0,0,neutral,neutral,0.645106256
1970,ah now i know who zuck looks like he looks like data from star trek tng but without the actors emotions,0,0,neutral,negative,0.711979568
1971,occulus billboards strapped to your eyes,0,0,neutral,negative,0.789902627
1972,jim cramer needs to watch this,0,0,neutral,neutral,0.610784411
1973,i use you tube   i have face book  but i dont use it  but even you tube i use mostly just for how to videos  and to pass time   i have a family  that is my network now,0.5,0.5,positive,neutral,0.640929401
1974,i m healed lol the only thing i use is whatsapp to stay in contact with my actual friends i dont use anything else cause its just some spastic teens dancing arround in 2 second videos ,0.2,0.45,positive,negative,0.962330937
1975,nothing last forever,0,0.066666667,neutral,neutral,0.533178747
1976,i have discord and snapchat much more fun and especially that i know my privacy is in good hands,0.375,0.575,positive,positive,0.927961111
1977,nobody uses fake book in the smart town of chillingbourne,-0.142857143,0.821428571,negative,negative,0.837491155
1978,he is really wiredhe looks like elon musk really disconnected form human reality,0.133333333,0.166666667,neutral,negative,0.837433457
1979,facebook helped in the 2020 coup,0,0,neutral,neutral,0.674847066
1980,dont forget amazon,0,0,neutral,neutral,0.584403574
1981,in other word everyone is a gangster until china decides to be one too ,-0.125,0.375,negative,negative,0.8397457
1982,now thats why they spend all those money on vr headset and thats why i wont buy it,0,0,neutral,negative,0.826468229
1983,does not come as a surprise,0,0,neutral,neutral,0.687764406
1984,had a friend that owned a predetermined space before wifi existed,0,0,neutral,neutral,0.664681435
1985,he sold it why,0,0,neutral,neutral,0.664093435
1986,facebook wont be missed,0,0,neutral,negative,0.751168966
1987,308 good one,0.7,0.6,positive,neutral,0.500782073
1988,automaton robot dreaming of his next fake original idea,-0.041666667,0.583333333,negative,negative,0.831048787
1989,vr wont take off until you dont need goggles,0,0,neutral,negative,0.71190846
1990,i really cant believe though that anyone would wana play a game with characters so corporate and ugly like im gonna spend any microtransaction money on clothes for that when i can create a vrchat animegirl model from scratch with a free program that i can get on steam lmao heck i can comission an artist to make a model for the price that they would probably cost ridicoulous,0.016666667,0.566666667,neutral,negative,0.9722206
1991,ya she is sorry all the way to the bank,-0.5,1,negative,negative,0.738322735
1992,mark and company hasnt changed since college shit stirring,-0.2,0.8,negative,negative,0.77298671
1993,lets go facebook f_facebook,0,0,neutral,neutral,0.585453987
1994,im sorry to facebook ,-0.5,1,negative,neutral,0.665759504
1995,totally disagree with your take on vr  you also completely skipped the part where  there is pico from bite dance and steam vr which are compteting for the samr vr space people not sold on vr  have you seen the log in numbers on steam  sir please  get your facts right,0.128571429,0.561904762,neutral,negative,0.948262274
1996,can you say evasive,0,0,neutral,negative,0.703489304
1997,this channel is pretty funny,0.25,1,positive,positive,0.896756113
1998,the im sorry and mark is sorry thing reminds me of south park characters saying im sorry fkn ridiculous and insincere,-0.458333333,1,negative,negative,0.946324646
1999,1845 really bcause i had a samsung gear vr and because zuckerberg bought occolus it no longer works,0.2,0.2,positive,negative,0.910239398
2000,only porn can save the metaverse,0,1,neutral,negative,0.733114362
2001,good riddance fb,0.7,0.6,positive,neutral,0.645090044
2002,wheres the fun in metaverse i cant think of any,0.3,0.2,positive,negative,0.727396309
2003,this company has lasted for far too long it should have died a long time ago,0,0.6,neutral,neutral,0.505238712
2004,facebook is a con,0,0,neutral,neutral,0.64891547
2005,lol these folks flip flop to their agenda,0.8,0.7,positive,negative,0.921748281
2006,does it matter mark made his millions and hes set for life your information is already out there so its done theyll be another facebook around the corner,0,0,neutral,neutral,0.662452877
2007,not single positive comment about fb that shows the future of zuck he is done now,0.087662338,0.29491342,neutral,negative,0.860795319
2008,lol so spacex is not a real business,0.35,0.5,positive,negative,0.883500457
2009,i think its to late  ,-0.3,0.6,negative,neutral,0.549414456
2010,zuck has friends wow,0.1,1,neutral,positive,0.781030655
2011,deleted all of my social media accounts not because of some huge reason just to fuck with the zacks numbers ,0.011111111,0.522222222,neutral,negative,0.94712472
2012,ask linden labs  19 years and counting of a vibrant sl,0.166666667,0.333333333,neutral,positive,0.946565032
2013,i am forever banned from instagram,0,0,neutral,negative,0.779294789
2014,you misspelled error  its the end of an error,0,0,neutral,negative,0.870428264
2015,the only thing they are collecting from my vr headset is what kind of porn i like literally only use i have it for,0.2,0.966666667,positive,negative,0.95127368
2016,       facebook               httpsipinimgcomoriginalsd67c88d67c88e20d519c6c794bea730945a792jpg            37      httpswwwyoutubecomwatchveqfikp9rghq       ,0,0,neutral,neutral,0.592811167
2017,dangerous mandangerous products,-0.6,0.9,negative,negative,0.817398608
2018,dammn very nice video,0.78,1,positive,positive,0.8132146
2019,what is facebook or meta,0,0,neutral,negative,0.725194395
2020,he sells peoples private data then says they did everything to protect peoples data  laughable  we know there is no privacy on facebook at least be honest about it,-0.05,0.66875,negative,negative,0.914153218
2021,your hubris mark,0,0,neutral,neutral,0.619036198
2022,privacy is a problem but political manipulation thats a people problem not a facebook one guess humanity isnt ready for the internet,0.1,0.3,neutral,negative,0.93100071
2023,love bite sized food loathe bite sized video i must be old,0.3,0.4,positive,negative,0.899206638
2024,his karma will come ,0,0,neutral,positive,0.789440989
2025,hold on zuckerberg,0,0,neutral,neutral,0.506690204
2026,build it right they will comepromise,0.285714286,0.535714286,positive,neutral,0.567226946
2027,what do people expect did no one ever read 1984,0,0,neutral,neutral,0.664445698
2028,company will fail to zero nobody wants creepy corporate vr,-0.2,0.35,negative,negative,0.865381896
2029,facebook is stupid,-0.8,1,negative,negative,0.91796428
2030,i dont understand y the f he was laughing when he said that they did not take security seriously dont get it,-0.333333333,0.666666667,negative,negative,0.85691148
2031,what a surprise,0,0,neutral,positive,0.827283323
2032,what meta if they have change name then why facebook still facebook sloooowly changing it if meta nothing,0,0,neutral,negative,0.917618811
2033,he needs to stop his lying,0,0,neutral,negative,0.731131613
2034,facebook business model makes me vomit,0,0,neutral,negative,0.87064147
2035,why would i buy virtual clothes,0,0,neutral,negative,0.81302166
2036,oh well maybe its karma hehe,0,0,neutral,neutral,0.576279283
2037,meta verse will fail no one wants live with a headset on apart from gamers with this simple flaw which cant be fixed it will fail glasses wont be the solution,-0.093939394,0.292857143,negative,negative,0.955190837
2038,yeah i hate all of meta,-0.8,0.9,negative,negative,0.847667754
2039,man the sloppy audio editing in this video was really distracting,-0.108333333,0.475,negative,negative,0.978206992
2040,future looks terrible what happens to your meta verse when the power goes out,-0.5,0.5625,negative,negative,0.943884909
2041,vr is niche itll be for a very long time meta or facebook is doomed if it continues in this vr trajectory speaking for myself ill never get into vr i freaking dislike it,-0.2825,0.76,negative,negative,0.96233809
2042,no one forces you to use facebook want privacy dont use it and youre a fool if you thought keeping all those servers on was free,0.4,0.8,positive,negative,0.930903196
2043,ready player 1 has taught us nothing,0.2,0.5,positive,negative,0.73657316
2044,your stuck with them  no you fukin sheep your not  baa bbaaaaaa ,0,0,neutral,negative,0.872463942
2045,thanks but i would rather die than watch more videos of people dancing,0.35,0.35,positive,neutral,0.61991936
2046,go woke  go broke,0,0,neutral,negative,0.729562819
2047,a virtual reality platform will be the future its the next logical step  however i doubt it will be metaverse that owns the show  marks reputation is just too damaged and once u lose that trust its hard to get it back  i personally just want to slap him whenever i see him on any video and i dont even know exactly why  it will be some other company possible some unknown teen working in a garage right now that will be the next ceo billionaire richest man in the world that will take the vr platform and make it into everyones household  it will happen in the next 20 years or so but it wont be metaverse,0.019217687,0.284098639,neutral,negative,0.850147963
2048,what about improving democracy on facebook before building that lame metaverse which would never amount to anything ,-0.5,0.75,negative,negative,0.852483809
2049,i mean just a normal sense of logic would tell that the project will never amount to anything ,-0.08125,0.66875,negative,negative,0.893357456
2050,most users of facebook are older30 at least ill say people like that dont want to sit in metaverse like that,-0.1,0.633333333,negative,negative,0.909804225
2051,i dont even have facebook on my phone anymore,0,0,neutral,negative,0.888023734
2052,at some point people will stop playing video games and realize the real world cant be beat metaverse is a time wasting minecraft for adults,0.2,0.3,positive,negative,0.974282801
2053,he was just on joe rogan a few days back,-0.1,0.05,negative,neutral,0.584404707
2054,the way he half laughs about the fact that hes not very well known for his protection of peoples data is so annoying like dude no that shit is important this isnt a laughing matter,-0.173333333,0.633333333,negative,negative,0.973373294
2055,mz looked  sounded like a kid telling lies,0,0,neutral,negative,0.864653409
2056,and as anyone could have guessed the metaverse is basically the same as an art scam and only idiots with too much money were even interested the designs were terrible and most vr gaming is just way better so vr is definitely the future but meta will crash and burn,-0.035,0.525,negative,negative,0.979475498
2057,zuck is going to get voted out as ceo soon enough,0,0.5,neutral,neutral,0.6882447
2058,apple isnt an advertising company,0,0,neutral,neutral,0.557128191
2059,meta vr just looks boring i have no interest in creating a mii looking half waisted avatar to build another life in the virtual world it looks like a lot of unnecessary work on the users part over nothing  i like living in real life contrast that with vr that ive seen on another channel created in china that looks a lot more promising using vr to make daily living more fun thats something i can get behind,-0.026666667,0.476666667,negative,negative,0.979397595
2060,sorry needing my phone number was bs ,-0.5,1,negative,negative,0.887069643
